p.value	ID	category.name
1	FF:0011399	whole body- neonate N01
1	FF:0011400	skin- neonate N03
1	FF:0011401	thymus- neonate N06
1	FF:0011402	lung- neonate N06
1	FF:0011403	liver- neonate N06
1	FF:0011404	intestine- neonate N06
1	FF:0011405	whole body- neonate N06
1	FF:0011406	skin- neonate N06
1	FF:0011407	thymus- neonate N07
1	FF:0011408	lung- neonate N07
1	FF:0011409	liver- neonate N07
1	FF:0011410	stomach- neonate N07
1	FF:0011411	intestine- neonate N07
1	FF:0011412	testis- neonate N07
1	FF:0011413	thymus- neonate N10
1	FF:0011414	heart- neonate N10
1	FF:0011415	lung- neonate N10
1	FF:0011416	liver- neonate N10
1	FF:0011417	spleen- neonate N10
1	FF:0011418	intestine- neonate N10
1	FF:0011419	kidney- neonate N10
1	FF:0011420	whole body- neonate N10
1	FF:0011421	skin- neonate N10
1	FF:0011422	testis- neonate N10
1	FF:0011423	eyeball- neonate N16
1	FF:0011424	heart- neonate N16
1	FF:0011425	small intestine- neonate N16
1	FF:0011426	thymus- neonate N20
1	FF:0011427	heart- neonate N20
1	FF:0011428	lung- neonate N20
1	FF:0011429	liver- neonate N20
1	FF:0011430	spleen- neonate N20
1	FF:0011431	intestine- neonate N20
1	FF:0011432	kidney- neonate N20
1	FF:0011433	testis- neonate N20
1	FF:0011434	whole body- embryo E12
1	FF:0011435	prostate- adult
1	FF:0011436	intestinal mucosa- adult
1	FF:0011437	urinary bladder- adult
1	FF:0011438	mouse vagina- adult
1	FF:0011439	ovary- adult
1	FF:0011440	uterus- adult
1	FF:0011441	intestine- embryo E15
1	FF:0011442	oviduct- adult pregnant day01
1	FF:0011445	CD326-positive+ enterocyte isolated from mice- treated with RANKL- day03
1	FF:0011446	CD4-positiveCD25-CD44- naive conventional T cells stimulated with alphaCD3_CD28 - 06hr- (C57BL_6J)
1	FF:0011447	CD4-positiveCD25-CD44- naive conventional T cells stimulated with alphaCD3_CD28- 06hr- (Balb_cAJcl)
1	FF:0011448	CD4-positiveCD25-CD44- naive conventional T cells stimulated with PMA an ionomycin- 02hr- (C57BL_6J)
1	FF:0011449	CD4-positiveCD25-CD44- naive conventional T cells stimulated with PMA an ionomycin- 02hr- (Balb_cAJcl)
1	FF:0011450	CD4-positiveCD25-CD44- naive conventional T cells- (C57BL_6J)
1	FF:0011451	CD4-positiveCD25-CD44- naive conventional T cells- (Balb_cAJcl)
1	FF:0011454	CD4-positiveCD25-positive regulatory T cells (C57BL_6J)
1	FF:0011455	CD4-positiveCD25-positive regulatory T cells (Balb_cAJcl)
1	FF:0011458	tongue epidermis (fungiform papillae)
1	FF:0011459	tongue epidermis (vallate papillae)- donor1
1	FF:0011460	Fingernail (including nail plate- eponychium and hyponychium)
1	FF:0011461	Mouse hepatic Stellate Cells (lipocyte)
1	FF:0011462	bone- os femoris - neonate N16
1	FF:0011463	bone- os femoris - neonate N2
1	FF:0011464	bone- os femoris - adult
1	FF:0011465	medulla oblongata- neonate N30
1	FF:0011466	adrenal gland - neonate N25
1	FF:0011467	bone- os femoris - neonate N20
1	FF:0011468	CD41-positive megakaryocyte control
1	FF:0011469	cortex- neonate N30
1	FF:0011470	diencephalon- neonate N30
1	FF:0011471	epididymis and seminiferous tubule- neonate N30
1	FF:0011473	Follicle Associated Epithelium
1	FF:0011474	heart- neonate N03
1	FF:0011475	heart- neonate N25
1	FF:0011476	heart- neonate N30
1	FF:0011477	Ileum epithelium 1h after RANKL
1	FF:0011478	Ileum epithelium 3days after RANKL
1	FF:0011479	Ileum epithelium 3h after RANKL
1	FF:0011480	intestine- neonate N25
1	FF:0011481	intestine- neonate N30
1	FF:0011482	kidney- neonate N25
1	FF:0011483	kidney- neonate N30
1	FF:0011484	liver- neonate N03
1	FF:0011485	liver- neonate N25
1	FF:0011486	liver- neonate N30
1	FF:0011488	lung- neonate N25
1	FF:0011489	lung- neonate N30
1	FF:0011490	muscle - biceps femoris- neonate N30
1	FF:0011491	spleen- neonate N25
1	FF:0011492	stomach- embryo E17
1	FF:0011493	stomach- neonate N25
1	FF:0011494	stomach- neonate N30
1	FF:0011495	testis- neonate N30
1	FF:0011496	thymus- neonate N25
1	FF:0011497	thymus- neonate N30
1	FF:0011498	stomach, neonate N03
1	FF:0011502	ES cells differentiated towards cardiomyocyte- day12
1	FF:0011503	trophoblast stem cell line R1AB differentiation- day01
1	FF:0011504	intestine- neonate N01
1	FF:0011505	adrenal gland - neonate N00
1	FF:0011506	epididymis and seminiferous tubule- neonate N00
1	FF:0011507	pituitary gland- neonate N00
1	FF:0011508	TSt-4/DLL1 feeder cells
1	FF:0011509	testis- neonate N00
1	FF:0011510	ovary, neonate N00
1	FF:0011511	intestine- embryo E18
1	FF:0011512	kidney- embryo E18
1	FF:0011513	lung- embryo E18
1	FF:0011514	stomach- embryo E18
1	FF:0011515	heart- embryo E18
1	FF:0011516	thymus- embryo E18
1	FF:0011517	spleen-, embryo E18
1	FF:0011518	adrenal gland - embryo E18
1	FF:0011519	pituitary gland- embryo E17
1	FF:0011520	adrenal gland - embryo E17
1	FF:0011521	eyeball- embryo E17
1	FF:0011522	adrenal gland - embryo E16
1	FF:0011523	stomach- embryo E15
1	FF:0011524	natural helper cells- IL2 treated, day15
1	FF:0011525	cortex- adult
1	FF:0100161	lung fibroblast cell line
1	FF:0100179	Colo-205 cell
1	FF:0100304	PANC-1 cell
1	FF:0100458	WI-38 cell
1	FF:0100666	LoVo cell
1	FF:0100736	CCRF-CEM cell
1	FF:0100946	NT2/D1 cell
1	FF:0100978	CMK cell
1	FF:0101000	acute megakaryocytic leukemia cell line
1	FF:0101081	MOLT-3 cell
1	FF:0101321	LNCaP cell
1	FF:0101345	T-24 cell
1	FF:0101455	thymic carcinoma cell
1	FF:0101521	pancreatic adenocarcinoma cell line
1	FF:0101549	megakaryocytic cell line
1	FF:0101596	MG-63 cell
1	FF:0101620	SK-N-SH cell
1	FF:0101882	ovary adenocarcinoma cell line
1	FF:0101910	NCI-H441 cell
1	FF:0101950	HuH-7 cell
1	FF:0101958	embryonic fibroblast cell line
1	FF:0101959	PEER cell
1	FF:0102003	SW-1353 cell
1	FF:0102026	HSC-4 cell
1	FF:0102382	MKN-7 cell
1	FF:0102383	MKN-74 cell
1	FF:0102428	esophageal squamous cell carcinoma cell line
1	FF:0102431	HuO-3N1 cell
1	FF:0102488	uterine leiomyosarcoma cell line
1	FF:0102595	leiomyosarcoma cell line
1	FF:0102607	SK-LMS-1 cell
1	FF:0102817	esophageal cancer cell line
1	FF:0102867	TE-6 cell
1	FF:0102870	RT-4 cell
1	FF:0102918	HMV-II cell
1	FF:0102936	vaginal cell line
1	FF:0103073	medullary thyroid carcinoma cell line
1	FF:0103074	TT cell
1	FF:0103187	SNU-423 cell
1	FF:0103233	FaDu cell
1	FF:0103502	OVSAHO cell
1	FF:0103503	OVKATE cell
1	FF:0103714	VMRC-RCW cell
1	FF:0103729	TUHR-4TKB cell
1	FF:0103730	TUHR-14TKB cell
1	FF:0103731	RCC-10RGB cell
1	FF:0103739	TALL-1 cell
1	FF:0103849	adenosquamous carcinoma cell
1	FF:0103881	HSC-2 cell
1	FF:0103883	pancreatic ductal adenocarcinoma cell line
1	FF:0104079	H-650 cell
1	FF:0104174	MOLT-17 cell
1	FF:0104328	DAOY cell
1	FF:0104439	hypopharyngeal carcinoma cell line
1	FF:0104546	hypopharyngeal squamous cell carcinoma cell line
1	FF:0104598	TE-15 cell
1	FF:0104600	TE-8 cell
1	FF:0104601	TE-1 cell
1	FF:0104828	HGC-27 cell
1	FF:0104854	PK-1 cell
1	FF:0104929	RMG-II cell
1	FF:0104959	C4-2B cell
1	FF:0200001	macrophage, TB infection
1	FF:0200004	iPS differentiation to neuron, down-syndrome donor
1	FF:0200011	THP-1 control
1	FF:0200020	osteoclast, bone marrow-derived
1	FF:0200021	macrophage, bone marrow-derived
1	FF:0200022	gamma delta positive T cells
1	FF:0200024	embryonic day 8.5
1	FF:0200026	mesoderm, embryonic day 8.5
1	FF:0200027	(pre) hematopoietic stem cell,aorta-gonad-mesonephros (AGM) region derived
1	FF:0200028	hematopoietic stem cell, placenta derived
1	FF:0200029	hematopoietic stem cell, bone marrow derived
1	FF:0200030	neurons - spiral ganglion
1	FF:0200031	ES-OS25 embryonic stem cells
1	FF:0200032	ES-OS25 embryonic stem cells, aminitin treatment
1	FF:0200033	ES-OS25 embryonic stem cells, untreated
1	FF:0200034	ES-OS25 embryonic stem cells, tamoxifen treated
1	FF:0200035	ES-46C embryonic stem cells, neuronal differentiation
1	FF:0200036	ES-OS25 embryonic stem cells, untreated siRNA control
1	FF:0200037	ES-OS25 embryonic stem cells, scrambled siRNA control
1	FF:0200038	ES-OS25 embryonic stem cells, KD for exosomal component EXOSC3, biol_rep1
1	FF:0200040	ES-46C derived epistem cells
1	FF:0300028	28 hr
1	NCBITaxon:10088	Mus
1	NCBITaxon:10090	Mus musculus
1	NCBITaxon:2759	Eukaryota
1	OBI:0100026	organism
1	UBERON:0000019	camera-type eye
1	UBERON:0000020	sense organ
1	UBERON:0000025	tube
1	UBERON:0000026	appendage
1	UBERON:0000043	tendon
1	UBERON:0000047	simple eye
1	UBERON:0000056	ureter
1	UBERON:0000057	urethra
1	UBERON:0000080	mesonephros
1	UBERON:0000158	membranous layer
1	UBERON:0000211	ligament
1	UBERON:0000305	amnion
1	UBERON:0000331	ileal mucosa
1	UBERON:0000369	corpus striatum
1	UBERON:0000391	leptomeninx
1	UBERON:0000395	cochlear ganglion
1	UBERON:0000396	vallate papilla
1	UBERON:0000411	visual cortex
1	UBERON:0000467	anatomical system
1	UBERON:0000470	cell part
1	UBERON:0000485	simple columnar epithelium
1	UBERON:0000487	simple squamous epithelium
1	UBERON:0000488	atypical epithelium
1	UBERON:0000490	unilaminar epithelium
1	UBERON:0000914	organismal segment
1	UBERON:0000926	mesoderm
1	UBERON:0000956	cerebral cortex
1	UBERON:0000970	eye
1	UBERON:0000981	femur
1	UBERON:0000993	oviduct
1	UBERON:0001007	digestive system
1	UBERON:0001097	axillary lymph node
1	UBERON:0001132	parathyroid gland
1	UBERON:0001136	mesothelium
1	UBERON:0001153	caecum
1	UBERON:0001204	mucosa of small intestine
1	UBERON:0001242	intestinal mucosa
1	UBERON:0001322	sciatic nerve
1	UBERON:0001343	seminiferous tubule of testis
1	UBERON:0001359	cerebrospinal fluid
1	UBERON:0001374	biceps femoris
1	UBERON:0001379	vastus lateralis
1	UBERON:0001419	skin of limb
1	UBERON:0001513	skin of foot
1	UBERON:0001577	muscle of face
1	UBERON:0001705	nail
1	UBERON:0001726	papilla of tongue
1	UBERON:0001797	vitreous humor
1	UBERON:0001954	Ammon's horn
1	UBERON:0001961	mucosa-associated lymphoid tissue
1	UBERON:0001962	gut-associated lymphoid tissue
1	UBERON:0001997	olfactory epithelium
1	UBERON:0002003	peripheral nerve
1	UBERON:0002020	gray matter of neuraxis
1	UBERON:0002073	hair follicle
1	UBERON:0002100	trunk
1	UBERON:0002101	limb
1	UBERON:0002102	forelimb
1	UBERON:0002116	ileum
1	UBERON:0002259	corpora quadrigemina
1	UBERON:0002284	hyponychium
1	UBERON:0002361	pia mater
1	UBERON:0002362	arachnoid mater
1	UBERON:0002369	adrenal gland
1	UBERON:0002376	muscle of head
1	UBERON:0002419	skin gland
1	UBERON:0002428	limb bone
1	UBERON:0002435	striatum
1	UBERON:0002448	fungiform papilla
1	UBERON:0002495	long bone
1	UBERON:0002529	limb segment
1	UBERON:0002619	regional part of cerebral cortex
1	UBERON:0003199	egg chamber
1	UBERON:0003297	gland of integumental system
1	UBERON:0003431	leg nerve
1	UBERON:0003440	limb nerve
1	UBERON:0003442	hindlimb nerve
1	UBERON:0003464	hindlimb bone
1	UBERON:0003528	brain grey matter
1	UBERON:0003532	hindlimb skin
1	UBERON:0003587	limb connective tissue
1	UBERON:0003589	hindlimb connective tissue
1	UBERON:0003606	limb long bone
1	UBERON:0003608	hindlimb long bone
1	UBERON:0003688	omentum
1	UBERON:0003701	achilles tendon
1	UBERON:0003826	upper leg bone
1	UBERON:0003968	peripheral lymph node
1	UBERON:0004252	hindlimb stylopod muscle
1	UBERON:0004270	lower leg connective tissue
1	UBERON:0004277	eye muscle
1	UBERON:0004347	limb bud
1	UBERON:0004357	limb/fin bud
1	UBERON:0004375	bone of appendage
1	UBERON:0004708	limb/fin
1	UBERON:0004710	limb/fin of anterior region of body
1	UBERON:0004786	gastrointestinal system mucosa
1	UBERON:0004814	upper respiratory tract epithelium
1	UBERON:0004882	eponychium
1	UBERON:0005179	pelvis organ
1	UBERON:0005384	nasal cavity epithelium
1	UBERON:0005418	hindlimb bud
1	UBERON:0005420	hindlimb/pelvic fin bud
1	UBERON:0005631	extraembryonic membrane
1	UBERON:0005889	zygote cortex
1	UBERON:0006312	ocular refractive media
1	UBERON:0006322	inferior rectus extraocular muscle
1	UBERON:0006555	excretory tube
1	UBERON:0006659	cruciate ligament
1	UBERON:0006858	adrenal/interrenal gland
1	UBERON:0006914	squamous epithelium
1	UBERON:0006934	sensory epithelium
1	UBERON:0007194	vesicular gland
1	UBERON:0007329	pancreatic duct
1	UBERON:0008198	nail plate
1	UBERON:0008837	palmar/plantar part of autopod
1	UBERON:0008878	palmar part of hand
1	UBERON:0009564	distal limb integumentary appendage
1	UBERON:0009854	digestive tract diverticulum
1	UBERON:0009856	sac
1	UBERON:0009872	paired appendage
1	snap:Disposition	disposition
